Neo Reference ID;name;diameter;close_approach_date;velocity;miss_distance;orbiting_body;Orbit Determination Date;Inclination;is_hazardous
3780693;3780693;0.0237815402;1995-02-22;25790.9330143395;31654442.0;Earth;2017-08-20 06:18:11;4.008314775490596;False
2162173;2162173;0.8204270649;1995-03-08;48874.689520897;52470692.0;Earth;2017-04-06 09:26:35;5.883903317829792;True
3092312;3092312;0.1794898848;1995-03-08;41293.0729588648;7744736.5;Earth;2017-04-20 12:22:05;5.850410278034516;False
3273782;3273782;0.1032856481;1995-03-08;42950.3131091804;14592393.0;Earth;2017-03-09 06:17:26;20.83376792025673;False
3600106;3600106;0.0113250461;1995-03-08;35546.9153827062;21946004.0;Earth;2017-04-06 08:50:42;1.990548431564578;False
3684008;3684008;0.3420109247;1995-03-08;57379.3457833544;25865906.0;Earth;2017-04-06 08:39:07;24.56842188077443;False
3751815;3751815;0.1636967205;1995-03-08;42265.4885399758;49843512.0;Earth;2017-04-06 08:26:34;6.812692898480357;False
2483656;2483656;0.1032856481;1995-03-08;42950.2029249665;14592338.0;Earth;2017-07-20 13:13:56;20.83340836762825;False
3182169;3182169;0.1132504611;1995-03-15;13816.8603514779;12937927.0;Earth;2017-04-06 09:12:49;1.499707987243189;False
2267221;2267221;0.6516883822;1995-03-22;52742.1858542341;73819112.0;Earth;2017-08-05 06:18:39;1.660280612530236;True
2382875;2382875;0.2716689341;1995-03-22;27053.5512844418;74676320.0;Earth;2017-04-06 09:22:12;2.883848267500705;False
2396793;2396793;0.5675968529;1995-03-22;51778.1562725826;62975644.0;Earth;2017-04-06 09:21:55;19.76609421451883;False
2419472;2419472;0.6223575734;1995-03-22;59537.6973600401;55719572.0;Earth;2017-09-18 06:55:42;23.76674096359197;True
3647009;3647009;0.0196806745;1995-03-22;26420.9069973864;10631156.0;Earth;2017-04-06 08:44:59;7.430785914533306;False
3713321;3713321;0.0986370281;1995-03-22;38158.5373419197;58869008.0;Earth;2017-04-06 08:35:03;8.113962312011777;False
3747315;3747315;0.0247765013;1995-03-22;82168.6631087621;70754448.0;Earth;2017-04-06 08:27:26;10.27694002800109;False
3771614;3771614;0.3084892103;1995-03-22;73347.2003754896;33566916.0;Earth;2017-06-15 06:20:02;39.40701510140626;False
2312942;2312942;2.0608196123;1995-04-08;82657.2597742512;12975059.0;Earth;2017-04-06 09:23:51;9.064507173740576;False
3170221;3170221;0.0297879063;1995-04-08;27059.2638778848;35312740.0;Earth;2017-04-06 09:13:21;4.320908199813253;False
3601408;3601408;1.0328564805;1995-04-08;77525.044157425;69933392.0;Earth;2017-04-06 08:50:28;40.07490632410602;False
3772759;3772759;0.0139328506;1995-04-08;48932.0385761632;48298924.0;Earth;2017-05-08 14:22:55;3.174319580769291;False
3409964;3409964;0.411187571;1995-04-15;29476.3894326732;57238648.0;Earth;2017-04-06 09:03:32;7.906473496389842;True
3562320;3562320;0.0450858206;1995-04-15;50728.3313784829;40237380.0;Earth;2017-04-06 08:53:48;15.29060134113289;False
3747992;3747992;0.0494356193;1995-04-15;40318.2037961903;34836728.0;Earth;2017-04-21 06:20:19;1.86779849136472;False
3373683;3373683;0.7835017643;1995-04-22;33497.5158818422;5421688.5;Earth;2017-05-03 06:18:20;15.08972042172532;True
3719206;3719206;0.3750075218;1995-04-22;93793.9698381571;59935336.0;Earth;2017-08-10 06:19:11;10.42495328796337;False
3394543;3394543;0.3926810818;1995-04-22;69367.0052395429;65708916.0;Earth;2017-09-26 06:50:10;23.27720540354022;True
2489486;2489486;0.7835017643;1995-04-22;33497.5158868348;5421688.5;Earth;2017-05-15 19:03:44;15.0900047631558;True
2356991;2356991;0.9863702813;1995-05-08;51633.110464672;33947260.0;Earth;2017-04-06 09:22:57;8.168524524209124;True
3648769;3648769;0.0941976306;1995-05-08;39036.7263062466;46063436.0;Earth;2017-04-06 08:44:24;7.028450269921951;False
3773650;3773650;0.2987032712;1995-05-08;56443.3093445288;29137866.0;Earth;2017-05-13 06:43:11;10.8683759590036;False
2088959;2088959;1.9680674509;1995-05-15;132850.0340120192;46238112.0;Earth;2017-04-06 09:28:21;53.82827282376167;False
3277704;3277704;0.2259643771;1995-05-15;56869.5062562905;27445294.0;Earth;2017-04-06 09:11:00;31.0424516089619;False
3459306;3459306;0.2844722965;1995-05-15;73042.032156736;30440984.0;Earth;2017-04-06 09:00:38;5.80092536793395;False
3562321;3562321;0.4721064988;1995-05-15;71477.4622295909;22393042.0;Earth;2017-05-20 09:47:28;20.13021458154914;False
